,petroR50_g,petroR50_r
0,3.806332237844623,-0.5497576108260254
1,5.429008995998364,-0.10203376301185801
2,9.474340282071314,-0.8645234747058865
3,10.372833723060124,0.1335450182978756
4,11.819024046776367,0.3803827132840848
5,29.10351714433975,-0.2496419009185208
6,29.355898508217,-0.854061041745107
7,29.49862110232554,-0.7107337326278076
8,29.58795439804847,0.46467860149700174
9,29.780987995138613,-0.00781289229006749
10,31.790978350833115,0.999980748451172
11,32.06463664552409,0.40562369571434587
12,32.081223425400836,0.8826850129194018
13,32.70960313062561,0.16006922693232747
14,34.556696125563086,0.22394019519324337
15,35.102263073482376,0.3332754238758247
16,333.22799951333616,-0.8312104219367515
17,333.2302927837625,0.018899293685046024
18,334.64174532138213,-0.5283073415344475
19,335.05788187518397,0.19657854355119395
20,336.03924983737977,-0.2566685248464389
21,337.36402546236786,0.33218230984777297
22,338.12228826830574,0.8711882967434232
23,339.727169267186,-0.7802569044609224
24,340.6659451957961,-0.6466114269625499
25,341.10191837764904,0.6372053722038562
26,342.0261127222945,0.5530514337030904
27,343.2539292128253,0.10366106547565454
28,345.23830857536336,0.0520226584062838
29,351.38937415146944,0.9496131648088202
30,355.8017011501721,0.037991004433709785
31,356.71301106666846,0.8436406337082096
32,358.6951327404933,-0.7382590256334658
33,358.93944577309907,-0.1893719404719289
34,359.19349832108173,-0.9395042389176387
35,359.41020523005284,0.7615227378438472
36,136.210506616678,-1.75693720323325
37,139.028262706395,7.1831592509638
38,139.0780018147256,0.8594178682071588
39,140.1465332402915,6.36458424454208
40,140.36634548623965,2.6075462481403933
41,140.97934154152074,2.5982130464427624
42,141.26533389222698,3.909560943394505
43,146.93106907557748,3.0347804908858076
44,148.598981779962,8.61633678635771
45,152.490629076065,7.63680187603159
46,155.72371426923752,5.282401641866185
47,159.31909501681434,2.211876342472878
48,159.47252297206833,2.6098867849042033
49,173.806478852115,5.55221700526036
50,174.1099708760344,-0.8943446049541347
51,175.4527945380405,13.945802235331701
52,177.864611412024,14.740389176856251
53,182.2813805486115,14.883791598310449
54,183.8652386411403,7.299335632335537
55,185.23933399103,9.72112247763397
56,190.848740130043,10.3957032455541
57,192.80906798247952,7.2644541357004755
58,194.1404299088,4.04617811073767
59,200.57903844067633,9.810742127760783
60,205.899662269147,8.91145462779848
61,207.6638412032695,13.12424964231745
62,208.57914301095178,0.1979232674318326
63,216.196324828225,9.29961761794649
64,218.3461210628455,8.8809974784939
65,218.51912869815803,9.591712215892297
66,219.83734308905423,11.601484440408381
67,220.42121384690552,11.1477149701347
68,222.730944778442,6.504420162136575
69,223.54523165520934,4.30549340266077
70,224.42506066508335,3.6110751853690033
71,224.91542571306996,6.074186601334283
72,225.96340777762498,12.1967156010531
73,226.88015853373,10.28040797650295
74,228.325687415299,-0.8010448133432115
75,229.335469215106,9.869574505884366
76,229.4951817523587,1.0324295090451932
77,230.445700996694,-2.22688119761392
78,231.4739777028315,-0.7643654218759834
79,232.366673007646,8.6117951994712
80,234.350148258213,-1.147482214774093
81,9.249284108795353,-1.2257139614013135
82,10.881083836794847,-0.25753482556948765
83,10.921897219631898,0.8814749273164421
84,21.76054521892537,1.2367976173601167
85,50.69720260862789,0.05725654896162231
86,53.202074644758255,-0.1700934368350473
87,123.3022465100548,5.702397655617519
88,130.29292823885376,6.034429687702049
89,131.2198412900297,13.72175082704246
90,141.3903292463791,2.2284893001675448
91,142.75319478021225,1.8053357367185425
92,145.6773707698145,14.10539323772765
93,146.00260867546984,5.85255901047235
94,151.10369134469477,12.489566893122873
95,155.92559069928984,12.2731659304368
96,156.13757047844484,5.640268129392848
97,160.59214372582332,16.687558998424866
98,166.59023367772,2.356818239059674
99,168.18668945783324,15.5774356501841
100,168.3441684723695,16.6340410454888
101,173.61286332829002,10.020273303693326
102,176.08462572691633,11.583565330627167
103,178.705467947381,11.4516349697792
104,181.0706600079665,9.040014676250879
105,182.86666803601398,9.924226128395569
106,183.61016559875767,14.645300544898902
107,185.07033080582255,11.44117256863111
108,188.17142412310778,11.216275551630142
109,190.55051000244475,4.678296377505262
110,191.77037034502118,1.107431101837816
111,192.196532493989,5.525311118152543
112,192.67228577239575,13.315093101711375
113,193.05380834525948,7.2513108268017445
114,194.81308473390035,7.496616761316328
115,198.364431360696,14.8940344694185
116,200.542418753731,8.709117286344759
117,201.29299002653056,13.211289007562314
118,204.91506159557218,3.5194106523365067
119,205.165293381089,5.238801135604177
120,205.46282360041718,8.586807962960803
121,208.2676403549731,2.5032721751719924
122,209.9473049205655,10.55513212203245
123,219.83734308905423,11.601484440408381
124,219.87465012101399,8.97954183032467
125,222.0397156303145,5.671978565197611
126,223.1554242700729,8.848778247101539
127,224.5429750017454,6.5776389910762685
128,225.05589463153342,12.61252250606562
129,225.986182867708,12.98729452328535
130,225.988112133411,4.31566104063542
131,226.94169741060182,9.625784216960682
132,227.02178362060081,14.14595377088562
133,230.731841956589,3.036328532929255
134,233.026319703892,6.277248935816518
135,233.392502666491,7.584908033873955
136,235.595826595248,12.9870216956145
137,237.761630403178,8.73366155465768
138,238.5480007233345,10.256048377105976
139,238.7331075340395,7.2355791173830895
140,239.71907440251138,15.50878913189122
141,311.60878517879445,0.3938067787071944
142,331.4430517135194,0.8886943812147468
143,334.14051828594944,-0.9143617436058449
144,3.7659268049401815,-0.6243217015908226
145,4.423942947969967,0.13120209826304893
146,5.254289762307107,0.8800310723604787
147,7.4370915136930975,0.16976494984274865
148,9.209908940303245,0.03406252809345546
149,13.86443187539031,-0.363530141635982
150,13.870165933028693,0.5812607028456332
151,14.69787668932031,-1.0971351605947852
152,14.767104739147685,1.0011750935128474
153,15.265350026460556,-0.19615190708828595
154,17.425868090016888,-0.7381957243669984
155,18.421293479738587,1.1023737022578552
156,19.919993189403502,-0.4312690755858136
157,20.575485380358913,1.0071889192923371
158,24.619266653618656,-0.31906254364456144
159,30.939944094518406,-1.0192837859195898
160,31.051619196228458,-0.8961920438920725
161,33.52466275200763,-0.2769666718831862
162,35.228183999234695,0.2981408101681235
163,37.285550929776974,-0.6387412063701036
164,38.25519430612711,0.42080962075607337
165,44.992729132543694,-0.6061524075975739
166,49.470454318408386,-0.9048247092572563
167,52.22225655599016,0.5178132242554532
168,313.7106403341923,-1.1420118786346805
169,313.91907289567826,0.6001204760202317
170,319.8796773328895,-0.5143130095725076
171,323.1763594588661,1.192217886004921
172,325.0415238880918,0.6707252177542572
173,327.109961937041,-1.1579196363820987
174,329.644445759213,0.11697810222078552
