,data,RA,DEC,G_mag,R_mag,J_mag,K_mag,redshift,class,U_mag,I_mag,Z_mag,ug,ur,ui,uz,uj,uk,uw1,uw2,gr,gi,gz,gk,gw1,gw2,ri,rz,rw1,rw2,iz,ij,ik,iw1,iw2,zj,zk,zw1,zw2,jw1,jw2,kw1,kw2,w1w2,class_cleaned
10,SpIES,3.57303,0.770561,23.4829,21.7386,20.134527,18.81685,-999.0,none,24.111,20.985,20.414,0.6280999999999999,2.372399999999999,3.1260000000000012,3.696999999999999,3.976473000000002,5.294150000000002,5.709057000000001,5.628183,1.744299999999999,2.4979000000000013,3.0688999999999993,4.666050000000002,5.0809570000000015,5.000083,0.7536000000000023,1.3246000000000002,3.3366570000000024,3.255783000000001,0.570999999999998,0.8504730000000009,2.1681500000000007,2.583057,2.5021829999999987,0.27947300000000297,1.5971500000000027,2.012057000000002,1.9311830000000008,1.7325839999999992,1.6517099999999978,0.41490699999999947,0.334032999999998,-0.08087400000000144,none
11,SpIES,3.724446,0.66708,22.8729,21.6203,19.468552,18.389635,-999.0,none,25.671,20.605,19.981,2.798099999999998,4.050699999999999,5.065999999999999,5.689999999999998,6.202448,7.281365000000001,8.269196,8.814972000000001,1.252600000000001,2.267900000000001,2.8918999999999997,4.483265000000003,5.471096000000003,6.016872000000003,1.0152999999999999,1.6392999999999986,4.218496000000002,4.764272000000002,0.6239999999999988,1.1364480000000015,2.215365000000002,3.203196000000002,3.748972000000002,0.5124480000000027,1.5913650000000032,2.579196000000003,3.124972000000003,2.0667480000000005,2.6125240000000005,0.9878309999999999,1.533607,0.545776,none
12,SpIES,3.796526,0.771477,22.7267,21.7316,19.629282,18.54679,-999.0,none,23.111,20.802,19.991,0.38429999999999964,1.3794000000000004,2.309000000000001,3.120000000000001,3.4817180000000008,4.564209999999999,5.125935999999999,5.133493000000001,0.9951000000000008,1.9247000000000014,2.7357000000000014,4.17991,4.741636,4.749193000000002,0.9296000000000006,1.7406000000000006,3.746535999999999,3.754093000000001,0.8109999999999999,1.1727179999999997,2.255209999999998,2.8169359999999983,2.8244930000000004,0.36171799999999976,1.4442099999999982,2.0059359999999984,2.0134930000000004,1.6442179999999986,1.6517750000000007,0.5617260000000002,0.5692830000000022,0.007557000000002034,none
13,SpIES,3.806331,-0.549673,22.5644,21.4342,19.459167,18.521544,0.832,QSO,24.234,20.288,19.581,1.6696000000000026,2.799800000000001,3.9460000000000015,4.653000000000002,4.774833000000001,5.712456000000003,6.839255000000001,7.140017,1.1301999999999985,2.276399999999999,2.9833999999999996,4.0428560000000004,5.169654999999999,5.470416999999998,1.1462000000000003,1.853200000000001,4.039455,4.340216999999999,0.7070000000000007,0.8288329999999995,1.7664560000000016,2.893255,3.1940169999999988,0.12183299999999875,1.0594560000000008,2.186254999999999,2.487016999999998,2.0644220000000004,2.3651839999999993,1.1267989999999983,1.4275609999999972,0.30076199999999886,QSO
14,SpIES,3.966802,-0.987506,23.1471,21.6604,19.971056,18.851816,-999.0,none,24.638,20.542,20.375,1.4909000000000034,2.9776000000000025,4.096,4.263000000000002,4.666944000000001,5.786184000000002,5.943464000000002,5.857858,1.486699999999999,2.6050999999999966,2.7720999999999982,4.295283999999999,4.452563999999999,4.366957999999997,1.1183999999999976,1.2853999999999992,2.965864,2.8802579999999978,0.1670000000000016,0.5709440000000008,1.6901840000000021,1.8474640000000022,1.7618580000000001,0.4039439999999992,1.5231840000000005,1.6804640000000006,1.5948579999999986,1.2765200000000014,1.1909139999999994,0.1572800000000001,0.07167399999999802,-0.08560600000000207,none
15,SpIES,4.384742,-0.079213,23.3359,21.9261,19.435913,18.540066,-999.0,none,24.211,19.854,19.41,0.8750999999999998,2.284899999999997,4.356999999999999,4.800999999999998,4.775086999999999,5.670933999999999,6.481449999999999,6.408722999999998,1.409799999999997,3.4818999999999996,3.9258999999999986,4.795833999999999,5.606349999999999,5.533622999999999,2.0721000000000025,2.5161000000000016,4.196550000000002,4.123823000000002,0.44399999999999906,0.4180869999999999,1.3139339999999997,2.1244499999999995,2.051722999999999,-0.025912999999999187,0.8699340000000007,1.6804500000000004,1.607723,1.7063629999999996,1.6336359999999992,0.8105159999999998,0.7377889999999994,-0.07272700000000043,none
16,SpIES,4.425562,0.621374,22.6011,22.0745,19.735699,18.87875,-999.0,none,25.966,19.923,19.235,3.3649000000000022,3.8915000000000006,6.043000000000003,6.731000000000002,6.230301000000001,7.087250000000001,6.892277,6.823943,0.5265999999999984,2.6781000000000006,3.3660999999999994,3.7223499999999987,3.5273769999999978,3.4590429999999976,2.151500000000002,2.839500000000001,3.0007769999999994,2.9324429999999992,0.6879999999999988,0.18730099999999794,1.0442499999999981,0.8492769999999972,0.7809429999999971,-0.5006990000000009,0.3562499999999993,0.16127699999999834,0.09294299999999822,0.6619759999999992,0.5936419999999991,-0.19497300000000095,-0.26330700000000107,-0.06833400000000012,none
17,SpIES,4.452944,-0.247525,22.6335,21.3365,19.661568,18.533945,-999.0,none,23.675,20.567,20.098,1.0414999999999992,2.3385,3.1080000000000005,3.5770000000000017,4.013432000000002,5.1410550000000015,5.647696,5.5787189999999995,1.2970000000000006,2.0665000000000013,2.5355000000000025,4.099555000000002,4.606196000000001,4.537219,0.7695000000000007,1.238500000000002,3.309196,3.2402189999999997,0.4690000000000012,0.9054320000000011,2.033055000000001,2.5396959999999993,2.470718999999999,0.43643199999999993,1.5640549999999998,2.070695999999998,2.001718999999998,1.6342639999999982,1.5652869999999979,0.5066409999999983,0.43766399999999805,-0.06897700000000029,none
18,SpIES,4.483007,0.846485,23.1346,21.6043,19.58175,18.624626,999.0,?,23.071,20.543,20.12,-0.06359999999999744,1.466700000000003,2.5280000000000022,2.9510000000000005,3.489250000000002,4.446374000000002,3.788207,3.747212000000001,1.5303000000000004,2.5915999999999997,3.014599999999998,4.509974,3.8518069999999973,3.8108119999999985,1.0612999999999992,1.4842999999999975,2.321506999999997,2.280511999999998,0.42299999999999827,0.9612499999999997,1.918374,1.2602069999999976,1.2192119999999989,0.5382500000000014,1.4953740000000018,0.8372069999999994,0.7962120000000006,0.2989569999999979,0.25796199999999914,-0.6581670000000024,-0.6991620000000012,-0.04099499999999878,?
19,SpIES,4.956777,0.688002,21.9286,21.0621,19.548784,18.11601,-999.0,none,22.103,20.168,19.939,0.1744000000000021,1.0409000000000006,1.9350000000000023,2.1640000000000015,2.5542160000000003,3.9869900000000023,5.323097000000001,5.850430000000003,0.8664999999999985,1.7606000000000002,1.9895999999999994,3.81259,5.1486969999999985,5.676030000000001,0.8941000000000017,1.1231000000000009,4.282197,4.809530000000002,0.2289999999999992,0.619215999999998,2.05199,3.3880969999999984,3.9154300000000006,0.3902159999999988,1.8229900000000008,3.159096999999999,3.6864300000000014,2.7688810000000004,3.2962140000000026,1.3361069999999984,1.8634400000000007,0.5273330000000023,none
20,SpIES,4.97458,0.534297,23.6121,21.4346,19.424898,18.715292,-999.0,none,24.304,20.444,19.556,0.6918999999999969,2.869399999999999,3.8599999999999994,4.7479999999999976,4.879102,5.588707999999997,5.681467999999999,6.050528999999997,2.177500000000002,3.1681000000000026,4.056100000000001,4.896808,4.989568000000002,5.3586290000000005,0.9906000000000006,1.8785999999999987,2.812068,3.1811289999999985,0.8879999999999981,1.0191020000000002,1.7287079999999975,1.8214679999999994,2.190528999999998,0.13110200000000205,0.8407079999999993,0.9334680000000013,1.3025289999999998,0.8023659999999992,1.1714269999999978,0.09276000000000195,0.4618210000000005,0.36906099999999853,none
21,SpIES,5.225146,0.225382,23.2039,21.5391,19.671373,18.602667,999.0,?,23.329,20.817,20.527,0.12509999999999977,1.7898999999999994,2.5120000000000005,2.8019999999999996,3.6576270000000015,4.726333,4.291627000000002,4.35454,1.6647999999999996,2.3869000000000007,2.6769,4.601233000000001,4.166527000000002,4.22944,0.7221000000000011,1.0121000000000002,2.5017270000000025,2.5646400000000007,0.28999999999999915,1.145627000000001,2.214333,1.7796270000000014,1.8425399999999996,0.8556270000000019,1.9243330000000007,1.4896270000000023,1.5525400000000005,0.6340000000000003,0.6969129999999986,-0.4347059999999985,-0.37179300000000026,0.06291299999999822,?
22,SpIES,5.323058,0.251594,23.0772,21.445,19.897892,18.766512,-999.0,none,25.884,20.574,19.972,2.806799999999999,4.439,5.309999999999999,5.911999999999999,5.9861080000000015,7.117488000000002,7.963424,7.978128000000002,1.632200000000001,2.5031999999999996,3.1052,4.3106880000000025,5.156624000000001,5.171328000000003,0.8709999999999987,1.472999999999999,3.524424,3.5391280000000016,0.6020000000000003,0.6761080000000028,1.8074880000000029,2.653424000000001,2.668128000000003,0.0741080000000025,1.2054880000000026,2.051424000000001,2.0661280000000026,1.9773159999999983,1.9920200000000001,0.8459359999999982,0.8606400000000001,0.014704000000001827,none
23,SpIES,5.386331,0.727336,22.6211,21.2211,19.563522,18.48406,-999.0,none,23.933,20.294,19.627,1.3119000000000014,2.7119,3.6389999999999993,4.306000000000001,4.369478000000001,5.44894,6.292676,6.658726999999999,1.3999999999999986,2.327099999999998,2.9940999999999995,4.137039999999999,4.980775999999999,5.3468269999999976,0.9270999999999994,1.594100000000001,3.580776,3.946826999999999,0.6670000000000016,0.7304780000000015,1.809940000000001,2.653676000000001,3.0197269999999996,0.06347799999999992,1.1429399999999994,1.9866759999999992,2.352726999999998,1.9231979999999993,2.289248999999998,0.8437359999999998,1.2097869999999986,0.3660509999999988,none
24,SpIES,5.428998,-0.10199,22.9102,21.4839,19.832794,18.693705,2.1,QSO,22.953,20.788,20.466,0.04279999999999973,1.469100000000001,2.164999999999999,2.4869999999999983,3.1202059999999996,4.259294999999998,4.177098000000001,4.230726999999998,1.4263000000000012,2.1221999999999994,2.4441999999999986,4.216494999999998,4.134298000000001,4.187926999999998,0.6958999999999982,1.0178999999999974,2.707998,2.761626999999997,0.3219999999999992,0.9552060000000004,2.094294999999999,2.0120980000000017,2.065726999999999,0.6332060000000013,1.7722949999999997,1.6900980000000025,1.7437269999999998,1.0568920000000013,1.1105209999999985,-0.08219699999999719,-0.028567999999999927,0.05362899999999726,QSO
25,SpIES,5.601909,0.867079,23.1784,21.6555,19.605831,18.59778,-999.0,none,23.595,21.018,20.155,0.41659999999999897,1.939499999999999,2.576999999999998,3.4399999999999977,3.9891690000000004,4.997219999999999,4.561865999999998,4.612026999999998,1.5229,2.160399999999999,3.0233999999999988,4.58062,4.1452659999999995,4.195426999999999,0.6374999999999993,1.5004999999999988,2.6223659999999995,2.6725269999999988,0.8629999999999995,1.4121690000000022,2.4202200000000005,1.9848660000000002,2.0350269999999995,0.5491690000000027,1.557220000000001,1.1218660000000007,1.172027,0.572696999999998,0.6228579999999972,-0.43535400000000024,-0.385193000000001,0.050160999999999234,none
26,SpIES,5.687998,0.416876,22.4254,21.3845,19.575296,18.56883,-999.0,none,23.239,20.259,19.77,0.813600000000001,1.8545000000000016,2.9800000000000004,3.469000000000001,3.663703999999999,4.670170000000002,5.572164000000001,5.692769999999999,1.0409000000000006,2.1663999999999994,2.6554,3.8565700000000014,4.758564,4.8791699999999985,1.1254999999999988,1.6144999999999996,3.717663999999999,3.838269999999998,0.48900000000000077,0.6837039999999988,1.690170000000002,2.5921640000000004,2.712769999999999,0.194703999999998,1.2011700000000012,2.1031639999999996,2.2237699999999982,1.9084600000000016,2.0290660000000003,0.9019939999999984,1.022599999999997,0.12060599999999866,none
27,SpIES,5.798651,0.637199,23.3677,21.8579,19.786095,18.42485,-999.0,none,24.445,20.546,19.796,1.077300000000001,2.5870999999999995,3.899000000000001,4.649000000000001,4.658905000000001,6.020150000000001,5.7680229999999995,5.7318,1.5097999999999985,2.8217,3.5717,4.94285,4.690722999999998,4.654499999999999,1.3119000000000014,2.0619000000000014,3.180923,3.1447000000000003,0.75,0.7599049999999998,2.12115,1.8690229999999985,1.8327999999999989,0.00990499999999983,1.37115,1.1190229999999985,1.0827999999999989,1.1091179999999987,1.072894999999999,-0.25212700000000154,-0.2883500000000012,-0.03622299999999967,none
28,SpIES,5.847391,0.834918,23.0183,21.3112,19.609398,18.706873,-999.0,none,25.029,20.537,20.141,2.0107,3.7178000000000004,4.492000000000001,4.888000000000002,5.419602000000001,6.322126999999998,5.975192,5.890211999999998,1.7071000000000005,2.481300000000001,2.8773000000000017,4.311426999999998,3.964492,3.8795119999999983,0.7742000000000004,1.1702000000000012,2.2573919999999994,2.172411999999998,0.3960000000000008,0.9276020000000003,1.8301269999999974,1.483191999999999,1.3982119999999973,0.5316019999999995,1.4341269999999966,1.0871919999999982,1.0022119999999966,0.5555899999999987,0.4706099999999971,-0.34693499999999844,-0.43191500000000005,-0.08498000000000161,none
29,SpIES,6.014925,-0.072698,22.7103,21.4831,19.942816,18.641287,999.0,?,24.425,20.774,20.071,1.7147000000000006,2.9419000000000004,3.651,4.353999999999999,4.482184,5.783713000000002,5.190422999999999,5.504176000000001,1.2271999999999998,1.9362999999999992,2.6392999999999986,4.069013000000002,3.4757229999999986,3.7894760000000005,0.7090999999999994,1.4120999999999988,2.2485229999999987,2.5622760000000007,0.7029999999999994,0.8311840000000004,2.1327130000000025,1.5394229999999993,1.8531760000000013,0.12818400000000096,1.4297130000000031,0.8364229999999999,1.1501760000000019,0.708238999999999,1.021992000000001,-0.5932900000000032,-0.27953700000000126,0.31375300000000195,?
30,SpIES,6.242966,0.500108,23.4141,22.1628,19.716919,18.792313,-999.0,none,25.858,21.427,21.193,2.4438999999999993,3.6952,4.431000000000001,4.664999999999999,6.141081,7.0656870000000005,7.729737,8.195723000000001,1.2513000000000005,1.9871000000000016,2.2211,4.621787000000001,5.285837000000001,5.751823000000002,0.7358000000000011,0.9697999999999993,4.034537,4.500523000000001,0.2339999999999982,1.7100809999999989,2.6346869999999996,3.298736999999999,3.764723,1.4760810000000006,2.4006870000000013,3.064737000000001,3.530723000000002,1.5886560000000003,2.054642000000001,0.6640499999999996,1.1300360000000005,0.4659860000000009,none
31,SpIES,6.466119,0.353917,22.5651,21.1335,19.519297,18.423338,-999.0,none,25.886,20.388,19.846,3.320899999999998,4.752499999999998,5.4979999999999976,6.039999999999999,6.366702999999998,7.462661999999998,7.312062000000001,7.264098000000001,1.4315999999999995,2.1770999999999994,2.719100000000001,4.141762,3.9911620000000028,3.9431980000000024,0.7454999999999998,1.2875000000000014,2.5595620000000032,2.511598000000003,0.5420000000000016,0.868703,1.9646620000000006,1.8140620000000034,1.766098000000003,0.3267029999999984,1.422661999999999,1.2720620000000018,1.2240980000000015,0.9453590000000034,0.897395000000003,-0.15059999999999718,-0.19856399999999752,-0.04796400000000034,none
32,SpIES,6.566959,0.504818,22.7666,21.6697,20.140182,18.841904,-999.0,none,24.628,20.963,20.104,1.8613999999999997,2.9583000000000013,3.664999999999999,4.524000000000001,4.487818000000001,5.786096000000001,6.642019999999999,6.819761,1.0969000000000015,1.8035999999999994,2.662600000000001,3.924696000000001,4.780619999999999,4.958361,0.7066999999999979,1.5656999999999996,3.6837199999999974,3.8614609999999985,0.8590000000000018,0.8228180000000016,2.1210960000000014,2.9770199999999996,3.1547610000000006,-0.03618200000000016,1.2620959999999997,2.118019999999998,2.295760999999999,2.154201999999998,2.331942999999999,0.8559239999999981,1.0336649999999992,0.17774100000000104,none
33,SpIES,6.656223,-0.3897,22.5556,21.7125,19.535555,18.810768,-999.0,none,22.695,20.94,19.779,0.13940000000000197,0.9825000000000017,1.754999999999999,2.9160000000000004,3.1594450000000016,3.884232000000001,4.228854000000002,4.17745,0.8430999999999997,1.615599999999997,2.7765999999999984,3.744831999999999,4.089454,4.038049999999998,0.7724999999999973,1.9334999999999987,3.246354,3.1949499999999986,1.1610000000000014,1.4044450000000026,2.129232000000002,2.473854000000003,2.4224500000000013,0.24344500000000124,0.9682320000000004,1.3128540000000015,1.26145,1.0694090000000003,1.0180049999999987,0.3446220000000011,0.29321799999999953,-0.05140400000000156,none
34,SpIES,7.5207,0.417092,22.997,22.1429,19.30157,18.00772,-999.0,none,23.918,21.279,20.247,0.9209999999999994,1.7750999999999983,2.6389999999999993,3.6709999999999994,4.616429999999998,5.91028,6.400956000000001,7.078796999999998,0.854099999999999,1.718,2.75,4.989280000000001,5.479956000000001,6.157796999999999,0.863900000000001,1.895900000000001,4.625856000000002,5.303697,1.032,1.9774299999999982,3.271280000000001,3.7619560000000014,4.439796999999999,0.9454299999999982,2.239280000000001,2.7299560000000014,3.4077969999999986,1.7845260000000032,2.4623670000000004,0.49067600000000056,1.1685169999999978,0.6778409999999973,none
35,SpIES,7.62865,-0.572964,22.7951,21.4104,19.41549,18.311056,-999.0,none,24.283,20.382,19.513,1.4878999999999998,2.872600000000002,3.901,4.77,4.867510000000003,5.971944000000001,7.00366,7.293265000000002,1.3847000000000023,2.4131,3.2821,4.484044000000001,5.51576,5.805365000000002,1.0283999999999978,1.8973999999999975,4.131059999999998,4.420665,0.8689999999999998,0.9665100000000031,2.070944000000001,3.10266,3.392265000000002,0.09751000000000332,1.201944000000001,2.2336600000000004,2.523265000000002,2.136149999999997,2.4257549999999988,1.0317159999999994,1.321321000000001,0.28960500000000167,none
36,SpIES,8.686897,-0.815649,22.9673,21.5015,19.727467,18.213379,-999.0,none,23.62,20.623,20.22,0.6526999999999994,2.118500000000001,2.997,3.400000000000002,3.8925330000000002,5.406621000000001,6.319608000000002,6.767497000000002,1.4658000000000015,2.3443000000000005,2.7473000000000027,4.753921000000002,5.666908000000003,6.114797000000003,0.878499999999999,1.2815000000000012,4.201108000000001,4.648997000000001,0.40300000000000225,0.8955330000000004,2.4096210000000013,3.3226080000000024,3.7704970000000024,0.4925329999999981,2.006620999999999,2.919608,3.367497,2.427075000000002,2.874964000000002,0.9129870000000011,1.360876000000001,0.447889,none
37,SpIES,8.894525,-0.351774,22.7201,21.6114,19.662773,18.798473,-999.0,none,23.277,20.811,20.633,0.5569000000000024,1.6656000000000013,2.466000000000001,2.644000000000002,3.6142269999999996,4.478527,5.116148000000003,5.1754,1.108699999999999,1.9090999999999987,2.0870999999999995,3.9216269999999973,4.559248,4.618499999999997,0.8003999999999998,0.9784000000000006,3.4505480000000013,3.5097999999999985,0.17800000000000082,1.1482269999999986,2.0125269999999986,2.6501480000000015,2.7093999999999987,0.9702269999999977,1.8345269999999978,2.4721480000000007,2.531399999999998,1.501921000000003,1.5611730000000001,0.6376210000000029,0.6968730000000001,0.059251999999997196,none
38,SpIES,9.054472,-0.8752,23.5897,21.8578,19.822058,18.864023,-999.0,none,23.716,21.144,20.298,0.12630000000000052,1.8582,2.5720000000000027,3.418000000000003,3.8939420000000027,4.8519770000000015,4.388129000000003,4.453272000000002,1.7318999999999996,2.445700000000002,3.2917000000000023,4.725677000000001,4.261829000000002,4.326972000000001,0.7138000000000027,1.5598000000000027,2.5299290000000028,2.595072000000002,0.8460000000000001,1.321942,2.279976999999999,1.816129,1.8812719999999992,0.47594199999999987,1.4339769999999987,0.970129,1.035271999999999,0.49418700000000015,0.5593299999999992,-0.4638479999999987,-0.39870499999999964,0.06514299999999906,none
39,SpIES,9.47431,-0.864465,22.1846,21.7524,18.755983,17.356277,0.860,QSO,22.693,20.587,19.633,0.5084000000000017,0.9405999999999999,2.1060000000000016,3.0600000000000023,3.937017000000001,5.336723000000003,6.818943000000001,7.4117000000000015,0.43219999999999814,1.5976,2.5516000000000005,4.828323000000001,6.310542999999999,6.9033,1.1654000000000018,2.1194000000000024,5.878343000000001,6.471100000000002,0.9540000000000006,1.8310169999999992,3.230723000000001,4.712942999999999,5.3057,0.8770169999999986,2.2767230000000005,3.7589429999999986,4.351699999999999,2.881926,3.4746830000000006,1.482219999999998,2.0749769999999987,0.5927570000000006,QSO
40,SpIES,10.314594,-0.742058,23.6233,21.5817,19.6422,18.842009,-999.0,none,26.912,19.832,19.253,3.2886999999999986,5.330299999999998,7.079999999999998,7.658999999999999,7.2698,8.069990999999998,7.515646999999998,7.430472999999999,2.041599999999999,3.7912999999999997,4.3703,4.7812909999999995,4.226946999999999,4.141773000000001,1.7497000000000007,2.3287000000000013,2.185347,2.1001730000000016,0.5790000000000006,0.18980000000000175,0.9899909999999998,0.43564699999999945,0.3504730000000009,-0.3891999999999989,0.4109909999999992,-0.14335300000000117,-0.2285269999999997,0.2458469999999977,0.16067299999999918,-0.5543440000000004,-0.6395179999999989,-0.08517399999999853,none
41,SpIES,10.372874,0.133633,22.945,21.3517,19.558575,18.608295,2.1?,QSO?,24.854,20.646,20.205,1.908999999999999,3.502299999999998,4.207999999999998,4.649000000000001,5.295424999999998,6.245705000000001,6.214192999999998,6.145142,1.5932999999999993,2.2989999999999995,2.740000000000002,4.336705000000002,4.305192999999999,4.236142000000001,0.7057000000000002,1.1467000000000027,2.711893,2.6428420000000017,0.4410000000000025,1.0874249999999996,2.0377050000000025,2.0061929999999997,1.9371420000000015,0.6464249999999971,1.596705,1.5651929999999972,1.496141999999999,0.918768,0.8497170000000018,-0.03151200000000287,-0.10056300000000107,-0.0690509999999982,QSO
42,SpIES,11.777908,-0.831792,22.4349,21.445,19.672117,18.818233,-999.0,none,23.872,20.502,19.921,1.437100000000001,2.4269999999999996,3.370000000000001,3.9510000000000005,4.199883,5.053767000000001,4.737116,4.752794999999999,0.9898999999999987,1.9329,2.5138999999999996,3.6166669999999996,3.3000159999999994,3.315694999999998,0.9430000000000014,1.524000000000001,2.3101160000000007,2.3257949999999994,0.5809999999999995,0.8298829999999988,1.6837669999999996,1.3671159999999993,1.382794999999998,0.2488829999999993,1.102767,0.7861159999999998,0.8017949999999985,0.5372330000000005,0.5529119999999992,-0.31665100000000024,-0.30097200000000157,0.015678999999998666,none
43,SpIES,11.819037,0.380541,22.5392,21.1434,19.479342,18.47449,-999.0,QSO??,25.337,20.299,19.766,2.7977999999999987,4.1936,5.038,5.5710000000000015,5.857658000000001,6.86251,6.54682,6.479561,1.3958000000000013,2.2402000000000015,2.7732000000000028,4.064710000000002,3.7490200000000016,3.6817610000000016,0.8444000000000003,1.3774000000000015,2.3532200000000003,2.2859610000000004,0.5330000000000013,0.8196580000000004,1.82451,1.50882,1.441561,0.2866579999999992,1.2915099999999988,0.9758199999999988,0.9085609999999988,0.6891619999999996,0.6219029999999997,-0.31569,-0.382949,-0.06725899999999996,QSO
44,SpIES,12.161527,0.28031,21.9223,21.5359,19.552826,18.81935,-999.0,none,22.839,20.732,20.144,0.9166999999999987,1.303099999999997,2.1069999999999993,2.6950000000000003,3.286173999999999,4.019649999999999,4.416674999999998,4.722292999999997,0.3863999999999983,1.1903000000000006,1.7783000000000015,3.10295,3.499974999999999,3.8055929999999982,0.8039000000000023,1.3919000000000032,3.113575000000001,3.419193,0.588000000000001,1.1791739999999997,1.9126499999999993,2.3096749999999986,2.6152929999999976,0.5911739999999988,1.3246499999999983,1.7216749999999976,2.0272929999999967,1.1305009999999989,1.436118999999998,0.3970249999999993,0.7026429999999984,0.30561799999999906,none
45,SpIES,12.242047,-0.259671,24.0693,21.428,19.821133,18.69751,999.0,?,22.381,20.07,19.225,-1.6882999999999981,0.9529999999999994,2.311,3.155999999999999,2.5598670000000006,3.683489999999999,3.9601229999999994,4.157539,2.6412999999999975,3.999299999999998,4.844299999999997,5.371789999999997,5.6484229999999975,5.845838999999998,1.3580000000000005,2.2029999999999994,3.007123,3.2045390000000005,0.8449999999999989,0.24886700000000062,1.372489999999999,1.6491229999999995,1.846539,-0.5961329999999982,0.5274900000000002,0.8041230000000006,1.001539000000001,1.4002559999999988,1.5976719999999993,0.27663300000000035,0.47404900000000083,0.19741600000000048,?
46,SpIES,12.480781,-0.786624,23.137,21.459,19.792374,18.75854,-999.0,none,25.125,20.805,20.49,1.9879999999999995,3.6660000000000004,4.32,4.635000000000002,5.332626000000001,6.36646,6.1554199999999994,6.112262999999999,1.6780000000000008,2.3320000000000007,2.647000000000002,4.3784600000000005,4.16742,4.124262999999999,0.6539999999999999,0.9690000000000012,2.489419999999999,2.4462629999999983,0.3150000000000013,1.012626000000001,2.0464599999999997,1.8354199999999992,1.7922629999999984,0.6976259999999996,1.7314599999999984,1.5204199999999979,1.477262999999997,0.8227939999999982,0.7796369999999975,-0.21104000000000056,-0.25419700000000134,-0.04315700000000078,none
47,SpIES,12.515489,-0.202029,22.9633,21.5985,18.999687,18.230623,-999.0,none,22.382,19.604,19.05,-0.5812999999999988,0.7835000000000001,2.7780000000000022,3.3320000000000007,3.382313,4.151377,3.806630000000002,3.8034200000000027,1.364799999999999,3.359300000000001,3.9132999999999996,4.732676999999999,4.387930000000001,4.3847200000000015,1.9945000000000022,2.5485000000000007,3.023130000000002,3.0199200000000026,0.5539999999999985,0.6043129999999977,1.3733769999999978,1.0286299999999997,1.0254200000000004,0.050312999999999164,0.8193769999999994,0.4746300000000012,0.47142000000000195,0.42431700000000205,0.4211070000000028,-0.34474699999999814,-0.3479569999999974,-0.003209999999999269,none
48,SpIES,12.585739,-0.430182,22.78,21.1146,19.537792,18.449102,-999.0,none,24.521,19.976,19.628,1.7409999999999997,3.4064000000000014,4.545000000000002,4.893000000000001,4.983208000000001,6.071898000000001,6.159271,6.150473000000002,1.6654000000000018,2.804000000000002,3.152000000000001,4.330898000000001,4.418271000000001,4.409473000000002,1.1386000000000003,1.4865999999999993,2.752870999999999,2.744073,0.347999999999999,0.4382079999999995,1.5268979999999992,1.6142709999999987,1.605473,0.09020800000000051,1.1788980000000002,1.2662709999999997,1.257473000000001,1.1760629999999992,1.1672650000000004,0.08737299999999948,0.07857500000000073,-0.008797999999998751,none
49,SpIES,12.702896,0.456551,21.8593,21.2488,19.534382,18.31422,-999.0,none,22.919,20.564,19.99,1.0596999999999994,1.6702000000000012,2.3550000000000004,2.929000000000002,3.3846179999999997,4.604780000000002,6.0972110000000015,6.640650000000001,0.6105000000000018,1.295300000000001,1.8693000000000026,3.5450800000000022,5.037511000000002,5.580950000000001,0.6847999999999992,1.2588000000000008,4.427011,4.97045,0.5740000000000016,1.0296179999999993,2.2497800000000012,3.742211000000001,4.28565,0.45561799999999764,1.6757799999999996,3.1682109999999994,3.711649999999999,2.712593000000002,3.256032000000001,1.4924309999999998,2.035869999999999,0.5434389999999993,none
50,SpIES,13.01886,0.331275,22.1481,20.9057,19.150032,18.090773,-999.0,none,23.097,20.048,19.725,0.9489000000000019,2.191300000000002,3.049000000000003,3.372,3.946968000000002,5.006227000000003,5.932592,6.289480000000001,1.2424,2.100100000000001,2.423099999999998,4.057327000000001,4.983691999999998,5.340579999999999,0.8577000000000012,1.180699999999998,3.741291999999998,4.098179999999999,0.32299999999999685,0.8979679999999988,1.9572269999999996,2.8835919999999966,3.240479999999998,0.5749680000000019,1.6342270000000028,2.5605919999999998,2.917480000000001,1.9856239999999978,2.3425119999999993,0.926364999999997,1.2832529999999984,0.3568880000000014,none
51,SpIES,13.157028,0.376302,23.4212,21.7223,19.65363,18.301104,-999.0,none,25.066,20.742,20.266,1.6448,3.3436999999999983,4.323999999999998,4.800000000000001,5.412369999999999,6.764896,7.717896,8.044325,1.6988999999999983,2.679199999999998,3.1552000000000007,5.120096,6.073096,6.399525000000001,0.9802999999999997,1.4563000000000024,4.374196000000001,4.700625000000002,0.47600000000000264,1.0883700000000012,2.440896000000002,3.3938960000000016,3.7203250000000025,0.6123699999999985,1.9648959999999995,2.917895999999999,3.244325,2.3055260000000004,2.6319550000000014,0.9529999999999994,1.2794290000000004,0.32642900000000097,none
